,Price,Street Address,Bed,Bath,Listing Area,Certificate,Jakarta Division
737,2912389999.0,Menteng,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
738,2912389999.0,Kemayoran,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
739,2912389990.0,Kemayoran,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
741,1512333311.0,Roxy,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
744,1551238901.0,Kemayoran,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
745,1200000000.0,Gunung Sahari,3,4,190,SHM - Sertifikat Hak Milik,CENTRAL
746,1512389000.0,Menteng,2,2,62,SHM - Sertifikat Hak Milik,CENTRAL
748,3500000000.0,Cempaka Putih,4,2,200,SHM - Sertifikat Hak Milik,CENTRAL
749,5000000000.0,Cempaka Putih,5,2,264,SHM - Sertifikat Hak Milik,CENTRAL
751,5000000000.0,Petojo Utara,4,3,160,SHM - Sertifikat Hak Milik,CENTRAL
754,2400000000.0,Cideng,4,3,150,SHM - Sertifikat Hak Milik,CENTRAL
767,1725000000.0,Gambir,4,3,282,SHM - Sertifikat Hak Milik,CENTRAL
769,4300000000.0,Tanah Abang,3,3,210,SHM - Sertifikat Hak Milik,CENTRAL
771,1350000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
774,1350000000.0,Sawah Besar,3,2,119,SHM - Sertifikat Hak Milik,CENTRAL
780,2800000000.0,Senen,5,4,223,SHM - Sertifikat Hak Milik,CENTRAL
785,1350000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
786,1850000000.0,Cempaka Putih,5,3,140,SHM - Sertifikat Hak Milik,CENTRAL
788,2500000000.0,Kemayoran,3,2,170,SHM - Sertifikat Hak Milik,CENTRAL
789,1750000000.0,Sawah Besar,4,2,90,SHM - Sertifikat Hak Milik,CENTRAL
791,4700000000.0,Gambir,4,2,295,SHM - Sertifikat Hak Milik,CENTRAL
792,5500000000.0,Tanah Abang,4,3,230,SHM - Sertifikat Hak Milik,CENTRAL
807,1700000000.0,Gambir,3,2,83,SHM - Sertifikat Hak Milik,CENTRAL
808,1850000000.0,Cempaka Putih,5,3,140,SHM - Sertifikat Hak Milik,CENTRAL
809,900000000.0,Cempaka Putih,4,2,78,SHM - Sertifikat Hak Milik,CENTRAL
810,6000000000.0,Bendungan Hilir,4,4,120,SHM - Sertifikat Hak Milik,CENTRAL
811,550000000.0,Kemayoran,2,2,45,SHM - Sertifikat Hak Milik,CENTRAL
812,2650000000.0,Gunung Sahari,5,4,180,SHM - Sertifikat Hak Milik,CENTRAL
813,2500000000.0,Kemayoran,3,2,225,SHM - Sertifikat Hak Milik,CENTRAL
823,3700000000.0,Cempaka Putih,4,4,150,SHM - Sertifikat Hak Milik,CENTRAL
824,1100000000.0,Gambir,2,1,60,SHM - Sertifikat Hak Milik,CENTRAL
825,5000000000.0,Glodok,3,2,288,SHGB - Hak Guna Bangunan,CENTRAL
826,1600000000.0,Cempaka Putih,4,2,90,SHM - Sertifikat Hak Milik,CENTRAL
827,4500000000.0,Kemayoran,4,4,200,SHM - Sertifikat Hak Milik,CENTRAL
828,950000000.0,Kemayoran,2,1,76,SHGB - Hak Guna Bangunan,CENTRAL
829,1100000000.0,Kemayoran,2,2,66,SHM - Sertifikat Hak Milik,CENTRAL
831,2850000000.0,Kemayoran,3,1,60,SHM - Sertifikat Hak Milik,CENTRAL
832,3500000000.0,Kemayoran,5,2,150,SHM - Sertifikat Hak Milik,CENTRAL
833,2200000000.0,Kemayoran,4,4,175,SHM - Sertifikat Hak Milik,CENTRAL
837,4250000000.0,Bendungan Hilir,3,3,160,SHGB - Hak Guna Bangunan,CENTRAL
838,2400000000.0,Kemayoran,4,3,225,SHM - Sertifikat Hak Milik,CENTRAL
840,4600000000.0,Bendungan Hilir,4,2,250,SHM - Sertifikat Hak Milik,CENTRAL
841,835000000.0,Salemba,2,2,71,SHM - Sertifikat Hak Milik,CENTRAL
843,4600000000.0,Bendungan Hilir,4,2,121,SHM - Sertifikat Hak Milik,CENTRAL
844,2500000000.0,Kemayoran,3,2,170,SHM - Sertifikat Hak Milik,CENTRAL
845,850000000.0,Kemayoran,3,2,70,SHM - Sertifikat Hak Milik,CENTRAL
847,6000000000.0,Cempaka Putih,3,3,250,SHM - Sertifikat Hak Milik,CENTRAL
849,3500000000.0,Kemayoran,3,2,250,SHM - Sertifikat Hak Milik,CENTRAL
854,4500000000.0,Bendungan Hilir,3,2,100,SHM - Sertifikat Hak Milik,CENTRAL
856,3700000000.0,Petojo Utara,3,4,220,SHM - Sertifikat Hak Milik,CENTRAL
857,947000000.0,Senen,3,2,70,SHM - Sertifikat Hak Milik,CENTRAL
865,1500000000.0,Kemayoran,3,2,110,SHM - Sertifikat Hak Milik,CENTRAL
867,3200000000.0,Tanah Abang,3,2,170,SHM - Sertifikat Hak Milik,CENTRAL
884,1575000000.0,Cempaka Putih,4,2,120,SHM - Sertifikat Hak Milik,CENTRAL
885,2500000000.0,Cempaka Putih,4,2,126,SHM - Sertifikat Hak Milik,CENTRAL
886,3000000000.0,Kemayoran,3,2,120,SHM - Sertifikat Hak Milik,CENTRAL
891,1850000000.0,Cempaka Putih,5,3,140,SHM - Sertifikat Hak Milik,CENTRAL
892,300000000.0,Cempaka Putih,2,1,44,SHM - Sertifikat Hak Milik,CENTRAL
902,486000000.0,Kemayoran,2,2,43,SHM - Sertifikat Hak Milik,CENTRAL
905,925000000.0,Cempaka Putih,3,3,90,SHM - Sertifikat Hak Milik,CENTRAL
906,2962000000.0,Cempaka Putih,4,3,92,SHM - Sertifikat Hak Milik,CENTRAL
909,4650000000.0,Cempaka Putih,4,4,146,SHM - Sertifikat Hak Milik,CENTRAL
911,2500000000.0,Menteng,4,3,250,SHM - Sertifikat Hak Milik,CENTRAL
913,4000000000.0,Thamrin,3,2,193,SHM - Sertifikat Hak Milik,CENTRAL
916,4000000000.0,Cempaka Putih,4,4,260,SHM - Sertifikat Hak Milik,CENTRAL
921,1000000000.0,Salemba,3,1,50,SHM - Sertifikat Hak Milik,CENTRAL
922,270000000.0,Cempaka Putih,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL
928,3000000000.0,Cempaka Putih,4,4,149,SHM - Sertifikat Hak Milik,CENTRAL
932,7000000000.0,Gunung Sahari,4,4,300,SHM - Sertifikat Hak Milik,CENTRAL
935,170000000.0,Menteng,4,3,150,SHM - Sertifikat Hak Milik,CENTRAL
936,1850000000.0,Cempaka Putih,5,3,140,SHM - Sertifikat Hak Milik,CENTRAL
937,5350000000.0,Cempaka Putih,3,3,114,SHM - Sertifikat Hak Milik,CENTRAL
946,6500000000.0,Tanah Abang,5,4,169,SHM - Sertifikat Hak Milik,CENTRAL
953,1500000000.0,Johar Baru,2,1,144,SHGB - Hak Guna Bangunan,CENTRAL
954,4500000000.0,Duri Pulo,4,2,225,SHM - Sertifikat Hak Milik,CENTRAL
956,3250000000.0,Cempaka Putih,4,3,80,SHM - Sertifikat Hak Milik,CENTRAL
957,1500000000.0,Senen,2,1,104,SHM - Sertifikat Hak Milik,CENTRAL
958,2750000000.0,Johar Baru,4,3,150,SHM - Sertifikat Hak Milik,CENTRAL
959,4500000000.0,Cempaka Putih,5,4,230,SHM - Sertifikat Hak Milik,CENTRAL
960,1638000000.0,Cempaka Putih,3,2,100,SHM - Sertifikat Hak Milik,CENTRAL
968,3600000000.0,Tanah Abang,3,2,200,Strata,CENTRAL
972,300000000.0,Johar Baru,2,2,42,SHM - Sertifikat Hak Milik,CENTRAL
981,6600000000.0,Tanah Abang,5,4,200,SHM - Sertifikat Hak Milik,CENTRAL
987,6500000000.0,Cempaka Putih,4,4,205,SHM - Sertifikat Hak Milik,CENTRAL
991,699000000.0,Salemba,3,2,45,SHM - Sertifikat Hak Milik,CENTRAL
998,1875000000.0,Kemayoran,5,3,200,SHM - Sertifikat Hak Milik,CENTRAL
1001,600000000.0,Tanah Abang,2,1,45,SHGB - Hak Guna Bangunan,CENTRAL
1003,5000000000.0,Bendungan Hilir,3,3,170,SHM - Sertifikat Hak Milik,CENTRAL
1010,2300000000.0,Johar Baru,5,3,210,SHM - Sertifikat Hak Milik,CENTRAL
1011,985000000.0,Johar Baru,3,2,100,SHM - Sertifikat Hak Milik,CENTRAL
1012,3300000000.0,Cempaka Putih,5,4,150,SHM - Sertifikat Hak Milik,CENTRAL
1014,1785000000.0,Cempaka Putih,2,1,75,SHM - Sertifikat Hak Milik,CENTRAL
1015,3595000000.0,Cempaka Putih,4,3,260,SHM - Sertifikat Hak Milik,CENTRAL
1018,3950000000.0,Kemayoran,2,1,150,SHM - Sertifikat Hak Milik,CENTRAL
1021,2900000000.0,Sawah Besar,3,2,180,SHM - Sertifikat Hak Milik,CENTRAL
1022,2600000000.0,Sawah Besar,4,3,280,SHGB - Hak Guna Bangunan,CENTRAL
1027,2900000000.0,Sawah Besar,3,2,180,SHM - Sertifikat Hak Milik,CENTRAL
1028,2600000000.0,Sawah Besar,4,3,280,SHGB - Hak Guna Bangunan,CENTRAL
1030,1350000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
1032,2900000000.0,Sawah Besar,3,2,180,SHM - Sertifikat Hak Milik,CENTRAL
1033,2600000000.0,Sawah Besar,4,3,280,SHGB - Hak Guna Bangunan,CENTRAL
1035,1100000000.0,Kemayoran,5,3,100,SHM - Sertifikat Hak Milik,CENTRAL
1036,750000000.0,Cempaka Putih,2,1,46,SHM - Sertifikat Hak Milik,CENTRAL
1037,800000000.0,Kemayoran,2,2,59,SHM - Sertifikat Hak Milik,CENTRAL
1038,1900000000.0,Senen,5,3,150,SHM - Sertifikat Hak Milik,CENTRAL
1039,2500000000.0,Kemayoran,3,2,100,SHM - Sertifikat Hak Milik,CENTRAL
1050,5000000000.0,Sawah Besar,5,2,350,SHM - Sertifikat Hak Milik,CENTRAL
1051,3000000000.0,Gambir,2,2,136,SHM - Sertifikat Hak Milik,CENTRAL
1061,1274368000.0,Cempaka Putih,2,2,58,SHM - Sertifikat Hak Milik,CENTRAL
1062,2900000000.0,Cempaka Putih,4,3,92,SHM - Sertifikat Hak Milik,CENTRAL
1063,1350000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
1068,1350000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
1070,5000000000.0,Cempaka Putih,3,2,180,SHGB - Hak Guna Bangunan,CENTRAL
1071,750000000.0,Sawah Besar,2,1,50,SHM - Sertifikat Hak Milik,CENTRAL
1072,1350000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
1073,3500000000.0,Sawah Besar,5,2,250,SHM - Sertifikat Hak Milik,CENTRAL
1074,1350000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
1076,625000000.0,Sawah Besar,2,1,80,SHGB - Hak Guna Bangunan,CENTRAL
1077,542000000.0,Senen,2,1,46,SHM - Sertifikat Hak Milik,CENTRAL
1078,1200000000.0,Kemayoran,2,2,100,SHM - Sertifikat Hak Milik,CENTRAL
1082,1500000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
1086,3250000000.0,Cempaka Putih,4,3,80,SHM - Sertifikat Hak Milik,CENTRAL
1093,2500000000.0,Gambir,3,2,210,SHM - Sertifikat Hak Milik,CENTRAL
1098,1350000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
1099,4500000000.0,Kemayoran,5,4,320,SHGB - Hak Guna Bangunan,CENTRAL
1101,550000000.0,Sawah Besar,4,2,100,SHGB - Hak Guna Bangunan,CENTRAL
1110,2750000000.0,Johar Baru,4,3,143,SHM - Sertifikat Hak Milik,CENTRAL
1111,4250000000.0,Cempaka Putih,5,4,220,SHM - Sertifikat Hak Milik,CENTRAL
1119,3950000000.0,Cideng,3,2,110,SHM - Sertifikat Hak Milik,CENTRAL
1131,6500000000.0,Petojo Utara,3,2,150,SHM - Sertifikat Hak Milik,CENTRAL
1143,5500000000.0,Gunung Sahari,4,4,250,SHM - Sertifikat Hak Milik,CENTRAL
1147,2200000000.0,Gambir,3,2,82,SHM - Sertifikat Hak Milik,CENTRAL
1148,1050000000.0,Gunung Sahari,2,2,120,SHGB - Hak Guna Bangunan,CENTRAL
1151,1950000000.0,Kemayoran,5,2,150,SHM - Sertifikat Hak Milik,CENTRAL
1156,1523689000.0,Roxy,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
1157,6318290000.0,Sawah Besar,4,3,208,SHM - Sertifikat Hak Milik,CENTRAL
1158,4601293000.0,Menteng,3,3,179,SHM - Sertifikat Hak Milik,CENTRAL
1159,1536920000.0,Kemayoran,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
1160,1875000000.0,Cempaka Putih,4,3,200,SHM - Sertifikat Hak Milik,CENTRAL
1161,1900000000.0,Glodok,2,2,250,SHM - Sertifikat Hak Milik,CENTRAL
1169,575000000.0,Gunung Sahari,3,2,60,SHM - Sertifikat Hak Milik,CENTRAL
1170,900000000.0,Senen,3,2,55,SHM - Sertifikat Hak Milik,CENTRAL
1171,900000000.0,Menteng,3,2,55,SHM - Sertifikat Hak Milik,CENTRAL
1172,900000000.0,Cempaka Putih,3,2,54,SHM - Sertifikat Hak Milik,CENTRAL
1173,900000000.0,Sudirman,3,2,55,SHM - Sertifikat Hak Milik,CENTRAL
1174,2918000000.0,Kemayoran,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
1175,1000009000.0,Roxy,2,2,53,SHM - Sertifikat Hak Milik,CENTRAL
1176,4500000000.0,Cempaka Putih,4,4,250,SHM - Sertifikat Hak Milik,CENTRAL
1177,3900000000.0,Johar Baru,4,4,200,SHM - Sertifikat Hak Milik,CENTRAL
1178,2800000000.0,Kemayoran,3,2,240,SHM - Sertifikat Hak Milik,CENTRAL
1186,3500000000.0,Cempaka Putih,3,2,157,SHM - Sertifikat Hak Milik,CENTRAL
1188,1900000000.0,Kemayoran,3,3,150,SHM - Sertifikat Hak Milik,CENTRAL
1189,3500000000.0,Kemayoran,2,1,60,SHM - Sertifikat Hak Milik,CENTRAL
1197,750000000.0,Menteng,2,2,42,SHM - Sertifikat Hak Milik,CENTRAL
1202,1000000000.0,Gunung Sahari,5,2,120,SHM - Sertifikat Hak Milik,CENTRAL
1205,5500000000.0,Sawah Besar,3,2,250,SHM - Sertifikat Hak Milik,CENTRAL
1207,2918300000.0,Thamrin,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
1208,6250000000.0,Petojo Utara,4,3,350,SHM - Sertifikat Hak Milik,CENTRAL
1211,5200000000.0,Senen,4,3,125,SHM - Sertifikat Hak Milik,CENTRAL
1212,6500000000.0,Tanah Abang,5,4,225,SHM - Sertifikat Hak Milik,CENTRAL
1214,1523812390.0,Glodok,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
1215,1523823100.0,Sudirman,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
1216,2918300000.0,Thamrin,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
1221,850000000.0,Menteng,2,2,40,SHM - Sertifikat Hak Milik,CENTRAL
1229,991760000.0,Gunung Sahari,3,3,90,SHGB - Hak Guna Bangunan,CENTRAL
1230,6750000000.0,Cempaka Putih,4,4,310,SHM - Sertifikat Hak Milik,CENTRAL
1232,4500000000.0,Kemayoran,5,3,300,SHM - Sertifikat Hak Milik,CENTRAL
1234,3500000000.0,Kemayoran,4,2,150,SHM - Sertifikat Hak Milik,CENTRAL
1237,850000000.0,Senen,2,2,60,SHM - Sertifikat Hak Milik,CENTRAL
1238,850000000.0,Kemayoran,2,2,60,SHM - Sertifikat Hak Milik,CENTRAL
1242,2600000000.0,Johar Baru,4,4,200,SHM - Sertifikat Hak Milik,CENTRAL
1244,2400000000.0,Petojo Utara,4,2,150,SHM - Sertifikat Hak Milik,CENTRAL
1248,2500000000.0,Cempaka Putih,2,1,100,Tanah Girik / Rincik / Kikitir,CENTRAL
1250,6500000000.0,Sawah Besar,5,2,222,SHGB - Hak Guna Bangunan,CENTRAL
1260,4700000000.0,Kemayoran,5,1,220,SHM - Sertifikat Hak Milik,CENTRAL
1262,2600000000.0,Johar Baru,4,3,210,SHM - Sertifikat Hak Milik,CENTRAL
1263,1900000000.0,Johar Baru,2,2,76,SHM - Sertifikat Hak Milik,CENTRAL
1268,1800000000.0,Cempaka Putih,3,2,120,SHM - Sertifikat Hak Milik,CENTRAL
1274,7000000000.0,Kemayoran,3,3,300,SHGB - Hak Guna Bangunan,CENTRAL
1275,6500000000.0,Cempaka Putih,4,3,203,SHM - Sertifikat Hak Milik,CENTRAL
1288,4000000000.0,Menteng,5,2,175,SHM - Sertifikat Hak Milik,CENTRAL
1299,3200000000.0,Cempaka Putih,5,3,174,SHM - Sertifikat Hak Milik,CENTRAL
1301,1700000000.0,Cempaka Putih,2,2,78,SHM - Sertifikat Hak Milik,CENTRAL
1303,6250000000.0,Kemayoran,5,2,300,SHGB - Hak Guna Bangunan,CENTRAL
1304,4750000000.0,Cempaka Putih,3,2,190,SHM - Sertifikat Hak Milik,CENTRAL
1306,4500000000.0,Cempaka Putih,4,3,200,SHM - Sertifikat Hak Milik,CENTRAL
1308,4250000000.0,Cempaka Putih,5,2,185,SHM - Sertifikat Hak Milik,CENTRAL
1310,3500000000.0,Cempaka Putih,3,2,157,SHM - Sertifikat Hak Milik,CENTRAL
1312,1250000000.0,Cempaka Putih,2,1,64,SHM - Sertifikat Hak Milik,CENTRAL
1321,2250000000.0,Kemayoran,3,3,180,SHM - Sertifikat Hak Milik,CENTRAL
1322,2500000000.0,Cempaka Putih,5,3,180,SHM - Sertifikat Hak Milik,CENTRAL
1333,6200000000.0,Cideng,3,3,245,SHM - Sertifikat Hak Milik,CENTRAL
1337,550000000.0,Johar Baru,2,1,60,SHM - Sertifikat Hak Milik,CENTRAL
1338,1350000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
1339,395000000.0,Cempaka Putih,2,2,42,SHM - Sertifikat Hak Milik,CENTRAL
1341,3700000000.0,Cempaka Putih,4,4,150,SHM - Sertifikat Hak Milik,CENTRAL
1343,1875000000.0,Kemayoran,5,3,200,SHM - Sertifikat Hak Milik,CENTRAL
1348,5490000000.0,Cempaka Putih,5,4,312,SHM - Sertifikat Hak Milik,CENTRAL
1349,437900000.0,Kemayoran,2,2,37,SHM - Sertifikat Hak Milik,CENTRAL
1350,506600000.0,Kemayoran,2,2,43,SHM - Sertifikat Hak Milik,CENTRAL
1351,1071312000.0,Cempaka Putih,2,2,58,SHM - Sertifikat Hak Milik,CENTRAL
1352,1061312000.0,Cempaka Putih,2,2,58,SHM - Sertifikat Hak Milik,CENTRAL
1353,1186672000.0,Cempaka Putih,2,2,62,SHM - Sertifikat Hak Milik,CENTRAL
1354,492200000.0,Cempaka Putih,2,2,37,SHM - Sertifikat Hak Milik,CENTRAL
1356,990000000.0,Kemayoran,4,3,110,SHM - Sertifikat Hak Milik,CENTRAL
1362,1800000000.0,Cideng,2,1,60,Tanah Girik / Rincik / Kikitir,CENTRAL
1368,1400000000.0,Tanah Abang,2,1,57,SHM - Sertifikat Hak Milik,CENTRAL
1372,1900000000.0,Cempaka Putih,2,2,90,SHM - Sertifikat Hak Milik,CENTRAL
1377,3600000000.0,Cideng,3,2,180,SHM - Sertifikat Hak Milik,CENTRAL
1378,5000000000.0,Glodok,4,3,222,SHM - Sertifikat Hak Milik,CENTRAL
1379,3500000000.0,Kemayoran,4,3,100,SHM - Sertifikat Hak Milik,CENTRAL
1388,4200000000.0,Gambir,5,4,275,SHM - Sertifikat Hak Milik,CENTRAL
1389,5750000000.0,Bendungan Hilir,3,2,300,SHM - Sertifikat Hak Milik,CENTRAL
1391,1700000000.0,Cempaka Putih,4,2,200,SHM - Sertifikat Hak Milik,CENTRAL
1392,2500000000.0,Johar Baru,3,3,110,SHGB - Hak Guna Bangunan,CENTRAL
1393,2800000000.0,Cempaka Putih,5,3,200,SHM - Sertifikat Hak Milik,CENTRAL
1394,2500000000.0,Senen,4,1,153,SHM - Sertifikat Hak Milik,CENTRAL
1395,1523910000.0,Johar Baru,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
1397,3300000000.0,Cideng,3,2,169,SHM - Sertifikat Hak Milik,CENTRAL
1398,2000000000.0,Johar Baru,2,1,120,SHM - Sertifikat Hak Milik,CENTRAL
1399,3810000000.0,Petojo Utara,2,1,237,SHM - Sertifikat Hak Milik,CENTRAL
1402,3900000000.0,Cempaka Putih,3,3,150,SHM - Sertifikat Hak Milik,CENTRAL
1403,2300000000.0,Senen,2,3,150,SHM - Sertifikat Hak Milik,CENTRAL
1404,2975000000.0,Bendungan Hilir,3,2,291,SHM - Sertifikat Hak Milik,CENTRAL
1408,3200000000.0,Bendungan Hilir,2,2,82,SHM - Sertifikat Hak Milik,CENTRAL
1409,2200000000.0,Johar Baru,2,2,200,SHM - Sertifikat Hak Milik,CENTRAL
1411,3000000000.0,Senen,2,2,80,SHM - Sertifikat Hak Milik,CENTRAL
1413,5000000000.0,Tanah Abang,3,2,134,SHM - Sertifikat Hak Milik,CENTRAL
1414,4500000000.0,Cempaka Putih,5,4,350,SHM - Sertifikat Hak Milik,CENTRAL
1416,4950000000.0,Cempaka Putih,5,4,243,SHM - Sertifikat Hak Milik,CENTRAL
1419,1800000000.0,Cempaka Putih,3,2,120,SHM - Sertifikat Hak Milik,CENTRAL
1426,4500000000.0,Sawah Besar,4,3,314,SHM - Sertifikat Hak Milik,CENTRAL
1428,6700000000.0,Bendungan Hilir,5,2,216,SHGB - Hak Guna Bangunan,CENTRAL
1436,6500000000.0,Cempaka Putih,4,4,277,SHM - Sertifikat Hak Milik,CENTRAL
1439,2650000000.0,Cempaka Putih,5,3,230,SHM - Sertifikat Hak Milik,CENTRAL
1440,5500000000.0,Cempaka Putih,3,2,350,SHM - Sertifikat Hak Milik,CENTRAL
1442,4250000000.0,Cempaka Putih,5,4,220,SHM - Sertifikat Hak Milik,CENTRAL
1443,699000006.0,Senen,3,2,45,SHM - Sertifikat Hak Milik,CENTRAL
1445,2500000000.0,Cideng,2,1,80,SHM - Sertifikat Hak Milik,CENTRAL
1447,2918233311.0,Sudirman,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
1448,1523466666.0,Sawah Besar,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
1449,1524232333.0,Johar Baru,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
1450,1524233232.0,Cempaka Putih,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
1454,3500000000.0,Kemayoran,4,3,185,SHM - Sertifikat Hak Milik,CENTRAL
1459,4000000000.0,Kemayoran,4,3,160,SHGB - Hak Guna Bangunan,CENTRAL
1463,150500000.0,Tanah Abang,2,1,27,SHM - Sertifikat Hak Milik,CENTRAL
1472,1350000000.0,Cideng,3,1,96,SHM - Sertifikat Hak Milik,CENTRAL
1476,447400000.0,Salemba,2,2,39,SHM - Sertifikat Hak Milik,CENTRAL
1478,1262368000.0,Cempaka Putih,3,3,88,SHM - Sertifikat Hak Milik,CENTRAL
1481,5500000000.0,Cempaka Putih,5,4,250,SHM - Sertifikat Hak Milik,CENTRAL
1484,6900000000.0,Cempaka Putih,4,4,280,SHM - Sertifikat Hak Milik,CENTRAL
1485,3200000000.0,Cempaka Putih,3,2,80,SHM - Sertifikat Hak Milik,CENTRAL
1495,1200000000.0,Cempaka Putih,2,1,80,SHM - Sertifikat Hak Milik,CENTRAL
1496,7000000000.0,Cempaka Putih,4,3,340,SHM - Sertifikat Hak Milik,CENTRAL
1497,5000000000.0,Cempaka Putih,3,2,240,SHM - Sertifikat Hak Milik,CENTRAL
1500,6900000000.0,Cempaka Putih,5,2,260,SHM - Sertifikat Hak Milik,CENTRAL
1501,7000000000.0,Johar Baru,3,3,320,SHM - Sertifikat Hak Milik,CENTRAL
1508,3950000000.0,Kemayoran,5,2,176,SHM - Sertifikat Hak Milik,CENTRAL
1509,2300000000.0,Cideng,2,2,110,SHM - Sertifikat Hak Milik,CENTRAL
1512,2650000000.0,Johar Baru,3,4,150,SHM - Sertifikat Hak Milik,CENTRAL
1513,5500000000.0,Cempaka Putih,4,3,190,SHM - Sertifikat Hak Milik,CENTRAL
1514,1900000000.0,Sawah Besar,2,2,200,SHM - Sertifikat Hak Milik,CENTRAL
1519,477000000.0,Cempaka Putih,2,1,40,SHM - Sertifikat Hak Milik,CENTRAL
1520,947000000.0,Senen,3,3,70,SHM - Sertifikat Hak Milik,CENTRAL
1524,2150000000.0,Sawah Besar,2,1,95,SHM - Sertifikat Hak Milik,CENTRAL
1525,2199000000.0,Sawah Besar,2,1,105,SHM - Sertifikat Hak Milik,CENTRAL
1526,1350000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
1535,2918938222.0,Kemayoran,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
1538,5250000000.0,Tanah Abang,4,3,200,SHM - Sertifikat Hak Milik,CENTRAL
1542,3500000000.0,Cempaka Putih,4,2,200,SHM - Sertifikat Hak Milik,CENTRAL
1543,3500000000.0,Cempaka Putih,3,2,157,SHM - Sertifikat Hak Milik,CENTRAL
1544,900000000.0,Kemayoran,2,2,60,SHM - Sertifikat Hak Milik,CENTRAL
1546,2300000000.0,Kemayoran,3,4,200,SHM - Sertifikat Hak Milik,CENTRAL
1548,1350000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
1551,2600000000.0,Sawah Besar,4,3,280,SHGB - Hak Guna Bangunan,CENTRAL
1552,2900000000.0,Sawah Besar,3,2,180,PPJB - Perjanjian Pengikatan Jual Beli,CENTRAL
1554,3500000000.0,Cempaka Putih,4,3,200,SHM - Sertifikat Hak Milik,CENTRAL
1560,6500000000.0,Cempaka Putih,4,4,320,SHM - Sertifikat Hak Milik,CENTRAL
1561,492200000.0,Johar Baru,2,2,37,SHM - Sertifikat Hak Milik,CENTRAL
1565,2300000000.0,Kemayoran,3,3,180,SHM - Sertifikat Hak Milik,CENTRAL
1566,1350000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
1573,3750000000.0,Sawah Besar,3,3,204,SHM - Sertifikat Hak Milik,CENTRAL
1575,1700000000.0,Cideng,3,2,100,SHM - Sertifikat Hak Milik,CENTRAL
1577,6250000000.0,Petojo Utara,4,3,211,Tanah Eigendom Verponding,CENTRAL
1583,2500000000.0,Kemayoran,5,4,299,SHM - Sertifikat Hak Milik,CENTRAL
1585,499900000.0,Cempaka Putih,2,2,42,SHM - Sertifikat Hak Milik,CENTRAL
1586,1500000000.0,Kemayoran,2,1,76,SHM - Sertifikat Hak Milik,CENTRAL
1589,6700000000.0,Tanah Abang,4,2,106,SHM - Sertifikat Hak Milik,CENTRAL
1590,2300000000.0,Kemayoran,4,3,190,SHM - Sertifikat Hak Milik,CENTRAL
1593,3900000000.0,Cempaka Putih,5,4,260,SHM - Sertifikat Hak Milik,CENTRAL
1594,2000000000.0,Kemayoran,5,2,204,SHM - Sertifikat Hak Milik,CENTRAL
1596,1300000000.0,Kemayoran,2,2,104,SHM - Sertifikat Hak Milik,CENTRAL
1598,3300000000.0,Gunung Sahari,4,4,177,SHM - Sertifikat Hak Milik,CENTRAL
1599,2500000000.0,Gunung Sahari,3,3,120,SHM - Sertifikat Hak Milik,CENTRAL
1604,1550000000.0,Senen,2,2,76,SHM - Sertifikat Hak Milik,CENTRAL
1607,1650000000.0,Cempaka Putih,3,3,120,SHM - Sertifikat Hak Milik,CENTRAL
